id,title,url,pageUrl,author,createdAt,score,commentCount,wordCount,tags,excerpt
r6sG35romFrbuGXNC,Miscellaneous observations about board games,https://www.lesswrong.com/posts/r6sG35romFrbuGXNC/miscellaneous-observations-about-board-games,https://www.lesswrong.com/posts/r6sG35romFrbuGXNC/miscellaneous-observations-about-board-games,,2025-11-12T12:49:18.771000+00:00,2,0,,,
erXSZJ8JurXr8avKe,Why to Commit to a Writing and Publishing Schedule,https://www.lesswrong.com/posts/erXSZJ8JurXr8avKe/why-to-commit-to-a-writing-and-publishing-schedule,https://www.lesswrong.com/posts/erXSZJ8JurXr8avKe/why-to-commit-to-a-writing-and-publishing-schedule,,2025-11-12T07:35:47.619000+00:00,7,0,,,
wHfseCBgYSiA9Nz47,5 Things I Learned After 10 Days of Inkhaven,https://www.lesswrong.com/posts/wHfseCBgYSiA9Nz47/5-things-i-learned-after-10-days-of-inkhaven,https://www.lesswrong.com/posts/wHfseCBgYSiA9Nz47/5-things-i-learned-after-10-days-of-inkhaven,,2025-11-12T07:20:08.737000+00:00,42,0,,,
rSCxviHtiWrG5pudv,Do not hand off what you cannot pick up,https://www.lesswrong.com/posts/rSCxviHtiWrG5pudv/do-not-hand-off-what-you-cannot-pick-up,https://www.lesswrong.com/posts/rSCxviHtiWrG5pudv/do-not-hand-off-what-you-cannot-pick-up,,2025-11-12T06:32:47.734000+00:00,50,2,,,
tqouxgw8gBSvrsxkG,Better than Baseline,https://www.lesswrong.com/posts/tqouxgw8gBSvrsxkG/better-than-baseline,https://www.lesswrong.com/posts/tqouxgw8gBSvrsxkG/better-than-baseline,,2025-11-12T06:30:40.741000+00:00,12,0,,,
r8H4d3X7AKg9n8TQk,How human-like do safe AI motivations need to be?,https://www.lesswrong.com/posts/r8H4d3X7AKg9n8TQk/how-human-like-do-safe-ai-motivations-need-to-be,https://www.lesswrong.com/posts/r8H4d3X7AKg9n8TQk/how-human-like-do-safe-ai-motivations-need-to-be,,2025-11-12T05:32:13.857000+00:00,16,4,,,
Qk6LKvsDTYczfyPDx,Teleosemantics & Swampman,https://www.lesswrong.com/posts/Qk6LKvsDTYczfyPDx/teleosemantics-and-swampman,https://www.lesswrong.com/posts/Qk6LKvsDTYczfyPDx/teleosemantics-and-swampman,,2025-11-12T05:27:38.867000+00:00,15,1,,,
Aoza5Qmc62ny4ShWM,"Response to ""Taking AI Welfare Seriously"": The Indirect Approach to Moral Patienthood",https://www.lesswrong.com/posts/Aoza5Qmc62ny4ShWM/response-to-taking-ai-welfare-seriously-the-indirect,https://www.lesswrong.com/posts/Aoza5Qmc62ny4ShWM/response-to-taking-ai-welfare-seriously-the-indirect,,2025-11-12T04:43:47.941000+00:00,5,0,,,
Hds7xkLgYtm6qDGPS,How I Learned That I Don't Feel Companionate Love,https://www.lesswrong.com/posts/Hds7xkLgYtm6qDGPS/how-i-learned-that-i-don-t-feel-companionate-love,https://www.lesswrong.com/posts/Hds7xkLgYtm6qDGPS/how-i-learned-that-i-don-t-feel-companionate-love,,2025-11-12T04:18:11.991000+00:00,40,3,,,
DiyqXDE5xzPAdNNdi,Conceptual reasoning dataset v0.1 available (AI for AI safety/AI for philosophy),https://www.lesswrong.com/posts/DiyqXDE5xzPAdNNdi/conceptual-reasoning-dataset-v0-1-available-ai-for-ai-safety,https://www.lesswrong.com/posts/DiyqXDE5xzPAdNNdi/conceptual-reasoning-dataset-v0-1-available-ai-for-ai-safety,,2025-11-12T01:12:52.912000+00:00,6,0,,,
b3WcqiNSLkrokK74r,Flirt like it’s predetermined,https://www.lesswrong.com/posts/b3WcqiNSLkrokK74r/flirt-like-it-s-predetermined,https://www.lesswrong.com/posts/b3WcqiNSLkrokK74r/flirt-like-it-s-predetermined,,2025-11-12T00:18:33.183000+00:00,9,0,,,
